paper_id,question_no,qbm_id,bank_id,id
57392732,14,2534568323588097,4,10973208
57392732,15,2534847247917056,4,10973218
57392732,16,2533952622731264,4,10973315
57392732,17,2535536616374272,24,10973324
57392732,18,2537782542262273,3,10973360
57392732,19,2533344999268352,11,10973367
57392732,20,2536941491314688,25,10973389
57392732,21,2536941491355648,25,10973396
57407372,1,2537437772103681,14,10973452
57407372,2,2537776626573313,8,10973553
57407372,3,2537776626597888,8,10973558
57407372,4,2538056002289664,8,10973573
57407372,5,2534247145635840,4,10973725
57407372,6,2533590945742848,11,10973755
57407372,7,2534970392977408,4,10973794
57407372,8,2537791375220737,3,10973813
57407372,9,2537791375294465,3,10973831
57407372,10,2528957826170880,11,10974037
57407372,11,2534236556738560,4,10974049
57407372,12,2529903468208128,23,10974071
57407372,13,2529903468232704,23,10974075
57407372,14,2534314714546176,4,10974103
57407372,15,2534250409279488,4,10974151
57407372,16,2520759011540992,2,10974178
57407372,17,2534975234236416,4,10974208
57407372,18,2534980484325376,4,10974223
57407372,19,2534293618401281,4,10974232
57407372,20,2537562881581056,13,10974243
57501215,1,2533894949814273,4,10974294
57501215,2,2537424959733761,14,10974312
57501215,3,2534592950231040,4,10974384
57501215,4,2529933365919744,23,10974433
57501215,5,2534684372123649,4,10974438
57501215,6,2536998048677889,15,10974458
57501215,7,2536998048686080,15,10974459
57501215,8,2521126608003072,2,10974471
57501215,9,2511577421373440,3,10974499
57501215,10,2537419230560256,14,10974515
57501215,11,2537778771918848,3,10974558
57501215,12,2537778772148224,3,10974585
57501215,13,2538094111531008,3,10974598
57501215,14,2532856058396672,11,10974691
57501215,15,2532868775092224,11,10974712
57501215,16,2533264649207808,11,10974793
57501215,17,2536989183197184,25,10974814
57501215,18,2538045768818688,7,10974848
57501215,19,2534733356474368,4,10974943
57501215,20,2534733356482560,4,10974944
57526610,1,2534789010358272,4,10974998
57526610,2,2538093022789632,3,10975024
57526610,3,2538136957616129,3,10975038
57526610,4,2538136957640705,3,10975044
57526610,5,2538136957706241,3,10975060
57526610,6,2538136957870080,3,10975094
57526610,7,2534264227528704,4,10975204
57526610,8,2512237877010433,3,10975251
57526610,9,2497377891205121,5,10975264
57526610,10,2497377891213312,5,10975265
57526610,11,2516348109684737,17,10975274
57526610,12,2518362991001600,17,10975287
57526610,13,2518362991017985,17,10975291
57526610,14,2522559054626816,17,10975310
57526610,15,2522559054659585,17,10975315
57526610,16,2514157730283520,17,10975319
57526610,17,2537419018452992,16,10975356
57526610,18,2520732704555009,13,10975370
57526610,19,2537397482577921,16,10975463
57526610,20,2497315208986625,5,10975482
57526610,21,2497315209076736,5,10975495
57549433,1,2534695342481408,4,10975535
57549433,2,2534695342522368,4,10975540
57549433,3,2536791026049025,23,10975585
57549433,4,2537738048446464,14,10975708
57549433,5,2537738048593920,14,10975714
57549433,6,2529913706315776,23,10975840
57549433,7,2537437939277824,16,10975900
57549433,8,2533129008750592,11,10975910
57549433,9,2537509575262208,15,10975940
57549433,10,2534078943166464,11,10975946
57549433,11,2537079481073665,8,10975993
57549433,12,2537079481155584,8,10976009
57549433,13,2537092880351232,8,10976090
57549433,14,2512257669668865,3,10976188
57549433,15,2536219879686145,32,10976287
57549433,16,2536418718408704,32,10976318
57549433,17,2537136922910720,12,10976353
57549433,18,2537757858578432,17,10976354
57549433,19,2538314228539392,8,10976415
57549433,20,2535059644055553,4,10976424
57549433,21,2534101034582016,11,10976452
57575845,1,2537744512991233,16,10976494
57575845,2,2536357549481984,24,10976512
57575845,3,2536357549539329,24,10976521
57575845,4,2537453400170496,14,10976540
57575845,5,2537453400236032,14,10976542
57575845,6,2537477755904000,18,10976600
57575845,7,2516195775496192,17,10976619
57575845,8,2516195775520769,17,10976622
57575845,9,2516168875515905,17,10976630
57575845,10,2534616569798656,4,10976684
57575845,11,2535236595105792,6,10976709
57575845,12,2535236595187713,6,10976720
57575845,13,2538163319816192,14,10976728
57575845,14,2535040793780224,4,10976764
57575845,15,2535040793788416,4,10976765
57575845,16,2535040793788417,4,10976766
57575845,17,2534025984319488,4,10976833
57575845,18,2537654245670912,13,10976853
57575845,19,2537632101490688,7,10976931
57575845,20,2537602351824898,8,10976953
57575845,21,2537132258975744,12,10977067
57599089,1,2537132259024896,12,10977075
57599089,2,2536298067542016,25,10977138
57599089,3,2537795581140992,16,10977149
57599089,4,2537698040045568,14,10977167
57599089,5,2537702386778112,14,10977178
57599089,6,2535318797549568,4,10977182
57599089,7,2537702386843648,14,10977192
57599089,8,2535008032776192,4,10977216
57599089,9,2535318596911104,4,10977255
57599089,10,2534116233338880,4,10977317
57599089,11,2537665023614976,13,10977408
57599089,12,2520812949397504,13,10977465
57599089,13,2520812949438464,13,10977469
57599089,14,2537647863111680,7,10977620
57599089,15,2537729985150976,7,10977636
57599089,16,2538380686802944,5,10977661
57599089,17,2537647779446785,7,10977698
57599089,18,2537610246914048,7,10977709
57599089,19,2537610246938624,7,10977714
57599089,20,2537599042551808,7,10977749
57617884,1,2535292699820032,4,10977829
57617884,2,2537378183168000,24,10977943
57617884,3,2532865719336960,11,10977975
57617884,4,2532865719508992,11,10977980
57617884,5,2520735269715968,2,10978021
57617884,6,2537446016270336,12,10978056
57617884,7,2537636217847808,7,10978091
57617884,8,2537472351059969,24,10978123
57617884,9,2536436554694656,15,10978134
57617884,10,2537766939320320,14,10978137
57617884,11,2533085939924992,10,10978313
57738270,1,2534984831246336,4,10978335
57738270,2,2535306633084928,4,10978344
57738270,3,2535306633248768,4,10978362
57738270,4,2535329512742912,4,10978384
57738270,5,2521123019980800,2,10978441
57738270,6,2515885159563264,9,10978497
57738270,7,2521109171265536,2,10978543
57738270,8,2533807842336768,11,10978595
57738270,9,2534017862795264,11,10978601
57738270,10,2536378549895168,24,10978642
57738270,11,2538283499741185,8,10978717
57738270,12,2520112244391936,17,10978735
57738270,13,2537754475814912,15,10978758
57738270,14,2534948076019712,4,10978912
57738270,15,2535392907231232,4,10978917
57738270,16,2535388230664192,4,10979098
57738270,17,2537757398728704,8,10979219
57738270,18,2537780012376065,8,10979267
57738270,19,2538080813441024,15,10979287
57738270,20,2538080813457408,15,10979289
57738270,21,2537780890935296,14,10979336
57743743,1,2537049741991936,25,10979355
57743743,2,2537049741991937,25,10979356
57743743,3,2537058536636416,25,10979379
57743743,4,2534932363689984,4,10979454
57743743,5,2524204650176512,2,10979477
57743743,6,2534917376688128,4,10979515
57743743,7,2534917376720896,4,10979520
57743743,8,2534858526326784,4,10979527
57743743,9,2534858526375936,4,10979532
57743743,10,2534858526384128,4,10979533
57743743,11,2538127865389056,3,10979550
57743743,12,2538198578446336,7,10979595
57743743,13,2533093120778240,11,10979690
57743743,14,2534651162697728,11,10979706
57743743,15,2537775318343681,7,10979722
57743743,16,2521137615634432,2,10979751
57743743,17,2501514682392576,25,10979813
57743743,18,2501514682531840,25,10979830
57743743,19,2520477919764481,17,10979841
57743743,20,2520454933766144,17,10979845
57743743,21,2521133585235968,2,10979940
57756764,1,2537790176165889,7,10979961
57756764,2,2537790176174080,7,10979962
57756764,3,2516443037073408,9,10979995
57756764,4,2520811664801792,2,10980003
57756764,5,2538304452583424,3,10980168
57756764,6,2538333914300417,3,10980250
57756764,7,2538333914398721,3,10980291
57756764,8,2538134450954241,15,10980381
57756764,9,2537804530548736,8,10980393
57756764,10,2537786600751104,1,10980428
57756764,11,2537786600767488,1,10980430
57756764,12,2537822200176640,15,10980445
57756764,13,2533163057520642,15,10980477
57756764,14,2537810308726786,8,10980497
57756764,15,2497441022386176,5,10980523
57756764,16,2537783003308033,8,10980541
57756764,17,2537118435680256,25,10980557
57756764,18,2521389679525889,17,10980568
57756764,19,2538162112610305,7,10980593
57756764,20,2534643714465792,11,10980601
57756764,21,2533161447202816,15,10980653
57792444,1,2533347413262336,15,10980671
57792444,2,2533347413319680,15,10980672
57792444,3,2520740366508032,2,10980683
57792444,4,2538302302691328,3,10980737
57792444,5,2538296011882496,3,10980746
57792444,6,2538296012152832,3,10980785
57792444,7,2533184879124480,15,10980843
57792444,8,2521179096129536,2,10980877
57792444,9,2533330101714945,15,10980915
57792444,10,2533343951241216,15,10980929
57792444,11,2534570700374016,11,10980940
57820948,1,2537798712377344,14,10980944
57820948,2,2535493576294401,4,10981069
57820948,3,2534924099993600,4,10981192
57820948,4,2534924100042752,4,10981199
57820948,5,2521189537366016,2,10981233
57820948,6,2537464125333505,12,10981264
57820948,7,2537503112478720,12,10981276
57820948,8,2537503112527872,12,10981287
57820948,9,2521493425537024,17,10981306
57820948,10,2537458843181056,12,10981315
57820948,11,2537458843295744,12,10981327
57820948,12,2537458843303936,12,10981329
57820948,13,2533380532051969,15,10981403
57820948,14,2534005418082304,11,10981411
57820948,15,2537497955229696,25,10981455
57820948,16,2537520951640064,12,10981491
57820948,17,2524824669618176,17,10981586
57820948,18,2516430772666368,9,10981621
57820948,19,2538388027629569,3,10981679
57820948,20,2538388027695104,3,10981693
57820948,21,2538388027957249,3,10981753
57820948,22,2538388027981825,3,10981758
57880201,1,2538388028088320,3,10981780
57880201,2,2538388028170240,3,10981797
57880201,3,2520690205884416,2,10981834
57880201,4,2538141867278337,14,10981923
57880201,5,2535343587573760,23,10981955
57880201,6,2516384379813888,9,10981995
57880201,7,2538209692385281,7,10982062
57880201,8,2534901385814016,11,10982102
57880201,9,2532618430201856,11,10982196
57880201,10,2532618430373888,11,10982207
57880201,11,2537587315679233,12,10982268
57880201,12,2538348435062784,16,10982290
57961582,1,2538153172631552,12,10982323
57961582,2,2536742959423488,13,10982395
57961582,3,2533185582415872,15,10982584
57961582,4,2533309460848640,15,10982685
57961582,5,2533483065778176,15,10982765
57961582,6,2521232610541568,2,10982814
57961582,7,2521320621400064,2,10982825
57961582,8,2525684304125952,17,10982844
57961582,9,2523343748997121,17,10982914
57961582,10,2535621108506624,4,10982947
57961582,11,2538241405665281,7,10983042
57961582,12,2538443285250048,4,10983047
57961582,13,2535528162795521,23,10983189
57961582,14,2529994947207168,26,10983231
57961582,15,2529994954711040,26,10983246
57961582,16,2537787334991873,32,10983357
57961582,17,2536018570493952,4,10983453
57961582,18,2534197621194752,11,10983487
57961582,19,2534969388400640,10,10983503
58017273,1,2535446103842816,4,10983508
58017273,2,2512860634873857,3,10983579
58017273,3,2533402999226368,15,10983590
58017273,4,2533402999300097,15,10983598
58017273,5,2533402999373824,15,10983606
58017273,6,2533402999382016,15,10983607
58017273,7,2537419065901056,12,10983658
58017273,8,2537413044355072,12,10983662
58017273,9,2537413044396032,12,10983670
58017273,10,2516834163335168,9,10983697
58017273,11,2531940994940928,23,10983720
58017273,12,2516995306348544,3,10983742
58017273,13,2518348778635264,3,10983861
58017273,14,2518348778651648,3,10983864
58017273,15,2518348778668033,3,10983869
58017273,16,2518348778684416,3,10983872
58017273,17,2518348778708993,3,10983878
58017273,18,2519387864219648,3,10983891
58017273,19,2535399572676608,4,10983939
58017273,20,2520823094583297,3,10983969
58017273,21,2536967433723904,23,10984043
58108224,1,2536990964948992,23,10984123
58108224,2,2518365952974848,3,10984131
58108224,3,2518365953089537,3,10984157
58108224,4,2537746513616896,12,10984174
58108224,5,2536772277215233,24,10984211
58108224,6,2535242396205056,13,10984226
58108224,7,2537754425597952,8,10984265
58108224,8,2538231377526784,3,10984319
58108224,9,2538231377747968,3,10984352
58108224,10,2538283499446273,3,10984389
58108224,11,2521429035302912,13,10984520
58108224,12,2521429035368448,13,10984524
58108224,13,2538443992129536,3,10984546
58108224,14,2538443992145920,3,10984548
58108224,15,2538443992301569,3,10984573
58108224,16,2538222051770369,7,10984601
58108224,17,2538222051860480,7,10984618
58108224,18,2520569097101312,17,10984655
58108224,19,2537027550552064,25,10984718
58108224,20,2537027550593025,25,10984724
58108224,21,2521504228556800,3,10984780
58108224,22,2538088885755904,24,10984826
HChMkIgzL4HNTpIE0RCV,1,2536779922685952,24,10984833
HChMkIgzL4HNTpIE0RCV,2,2536667691565056,24,10984838
HChMkIgzL4HNTpIE0RCV,3,2537620281753600,12,10984856
HChMkIgzL4HNTpIE0RCV,4,2536386986532864,24,10984861
HChMkIgzL4HNTpIE0RCV,5,2538145281990656,24,10984912
HChMkIgzL4HNYpriQGFb,1,2538165001543680,24,10984924
HChMkIgzL4HNYpriQGFb,2,2521253244108800,2,10984944
HChMkIgzL4HNYpriQGFb,3,2537046656172033,25,10984962
HChMkIgzL4HNYpriQGFb,4,2537108315881472,25,10985108
HChMkIgzL4HNYpriQGFb,5,2537108315881473,25,10985109
HChMkIi5r8qg61pOeqIx,1,2517037187072000,9,10985185
HChMkIi5r8qg61pOeqIx,2,2521254771359744,2,10985214
HChMkIi5r8qg61pOeqIx,3,2538392190763008,24,10985252
HChMkIi5r8qg61pOeqIx,4,2536742142361600,24,10985284
HChMkIi5r8qg61pOeqIx,5,2521513653084160,2,10985319
HChMkIi5r8qg61pOeqIx,6,2537807186894848,1,10985369
HChMkIi5r8qg61pOeqIx,7,2497539246735360,5,10985393
HChMkIi5r8qg61pOeqIx,8,2538546024292352,24,10985397
HChMkIi5r8qg61pOeqIx,9,2538546024308737,24,10985399
HChMkIi5r8qg61pOeqIx,10,2538546024316928,24,10985400
HChMkIl6NfBXY0JkO8QW,1,2539125892186112,17,10985437
HChMkIl6NfBXY0JkO8QW,2,2536777109823489,24,10985499
HChMkIl6NfBXY0JkO8QW,3,2536876677677057,23,10985513
HChMkIl6NfBXY0JkO8QW,4,2535404869091328,4,10985521
HChMkIl6NfBXY0JkO8QW,5,2535937331281920,23,10985539
HChMkIo89n1AcIqjzdNo,1,2497795808190464,5,10985578
HChMkIo89n1AcIqjzdNo,2,2536901710495744,23,10985598
HChMkIo89n1AcIqjzdNo,3,2538376104656896,14,10985632
HChMkIo89n1AcIqjzdNo,4,2521393429315585,2,10985678
HChMkIo89n1AcIqjzdNo,5,2537554127511552,23,10985681
